"States and selected areas:  Employment status of the civilian noninstitutional population,",,,,,,,,,
1976 to 2025(1) annual averages,,,,,,,,,
,,,,,,,,,
FIPS Code,State and area,Year,Civilian non-institutional population,Civilian labor force,,,,,
,,,,Total,Percent of population,Employment,,Unemployment,
,,,,,,Total,Percent of population,Total,Rate
,,,,,,Labor force,,level,rate
,,,,,,,,,
23,Maine,2017,"11,04,899   ","7,01,977   ",63.5   ,"6,78,075   ",61.4   ,"23,902   ",3.4   
24,Maryland,2017,"47,97,239   ","32,49,382   ",67.7   ,"31,17,487   ",65.0   ,"1,31,895   ",4.1   
25,Massachusetts,2017,"56,51,168   ","37,28,355   ",66.0   ,"35,85,664   ",63.4   ,"1,42,691   ",3.8   
26,Michigan,2017,"79,91,630   ","49,09,899   ",61.4   ,"46,84,777   ",58.6   ,"2,25,122   ",4.6   
27,Minnesota,2017,"43,73,557   ","30,64,073   ",70.1   ,"29,58,466   ",67.6   ,"1,05,607   ",3.4   
28,Mississippi,2017,"22,82,555   ","12,71,333   ",55.7   ,"12,05,122   ",52.8   ,"66,211   ",5.2   
29,Missouri,2017,"47,66,853   ","30,50,511   ",64.0   ,"29,34,928   ",61.6   ,"1,15,583   ",3.8   
30,Montana,2017,"8,35,163   ","5,29,184   ",63.4   ,"5,07,640   ",60.8   ,"21,544   ",4.1   
31,Nebraska,2017,"14,71,916   ","10,21,547   ",69.4   ,"9,91,407   ",67.4   ,"30,140   ",3.0   
32,Nevada,2017,"23,10,938   ","14,46,628   ",62.6   ,"13,74,082   ",59.5   ,"72,546   ",5.0   
33,New Hampshire,2017,"11,11,642   ","7,58,019   ",68.2   ,"7,36,774   ",66.3   ,"21,245   ",2.8   
34,New Jersey,2017,"72,68,870   ","46,12,037   ",63.4   ,"44,03,654   ",60.6   ,"2,08,383   ",4.5   
35,New Mexico,2017,"16,31,188   ","9,45,920   ",58.0   ,"8,88,037   ",54.4   ,"57,883   ",6.1   
36,New York,2017,"1,61,87,268   ","98,34,181   ",60.8   ,"93,78,155   ",57.9   ,"4,56,026   ",4.6   
51000,New York city,2017,"71,08,193   ","42,95,879   ",60.4   ,"41,01,470   ",57.7   ,"1,94,409   ",4.5   
37,North Carolina,2017,"79,15,483   ","48,57,716   ",61.4   ,"46,37,616   ",58.6   ,"2,20,100   ",4.5   
38,North Dakota,2017,"5,86,554   ","4,14,199   ",70.6   ,"4,03,390   ",68.8   ,"10,809   ",2.6   
39,Ohio,2017,"92,29,224   ","58,16,089   ",63.0   ,"55,28,212   ",59.9   ,"2,87,877   ",4.9   
40,Oklahoma,2017,"29,79,475   ","18,21,114   ",61.1   ,"17,47,790   ",58.7   ,"73,324   ",4.0   
41,Oregon,2017,"33,26,168   ","20,74,772   ",62.4   ,"19,90,555   ",59.8   ,"84,217   ",4.1   
42,Pennsylvania,2017,"1,03,59,983   ","64,94,133   ",62.7   ,"61,71,500   ",59.6   ,"3,22,633   ",5.0   
44,Rhode Island,2017,"8,81,454   ","5,68,518   ",64.5   ,"5,43,009   ",61.6   ,"25,509   ",4.5   
45,South Carolina,2017,"38,90,648   ","22,62,949   ",58.2   ,"21,68,104   ",55.7   ,"94,845   ",4.2   
46,South Dakota,2017,"6,57,240   ","4,55,814   ",69.4   ,"4,42,052   ",67.3   ,"13,762   ",3.0   
47,Tennessee,2017,"52,74,926   ","31,87,837   ",60.4   ,"30,68,306   ",58.2   ,"1,19,531   ",3.7   
48,Texas,2017,"2,11,37,198   ","1,34,77,073   ",63.8   ,"1,28,90,267   ",61.0   ,"5,86,806   ",4.4   
49,Utah,2017,"22,58,527   ","15,55,127   ",68.9   ,"15,06,273   ",66.7   ,"48,854   ",3.1   
50,Vermont,2017,"5,27,320   ","3,54,279   ",67.2   ,"3,43,867   ",65.2   ,"10,412   ",2.9   
51,Virginia,2017,"66,13,206   ","43,26,559   ",65.4   ,"41,69,561   ",63.0   ,"1,56,998   ",3.6   
53,Washington,2017,"58,48,753   ","37,34,160   ",63.8   ,"35,60,192   ",60.9   ,"1,73,968   ",4.7   
54,West Virginia,2017,"14,62,883   ","7,83,371   ",53.5   ,"7,42,563   ",50.8   ,"40,808   ",5.2   
55,Wisconsin,2017,"46,14,575   ","31,40,091   ",68.0   ,"30,37,386   ",65.8   ,"1,02,705   ",3.3   
56,Wyoming,2017,"4,45,524   ","2,94,016   ",66.0   ,"2,81,273   ",63.1   ,"12,743   ",4.3   
01,Alabama,2018,"39,00,125   ","22,36,161   ",57.3   ,"21,48,823   ",55.1   ,"87,338   ",3.9   
02,Alaska,2018,"5,45,151   ","3,54,391   ",65.0   ,"3,32,825   ",61.1   ,"21,566   ",6.1   
04,Arizona,2018,"54,43,624   ","33,32,845   ",61.2   ,"31,72,940   ",58.3   ,"1,59,905   ",4.8   
05,Arkansas,2018,"23,16,299   ","13,41,051   ",57.9   ,"12,92,190   ",55.8   ,"48,861   ",3.6   
06,California,2018,"3,09,99,521   ","1,93,06,520   ",62.3   ,"1,84,85,264   ",59.6   ,"8,21,256   ",4.3   
037,Los Angeles County,2018,"80,98,106   ","51,27,134   ",63.3   ,"48,88,786   ",60.4   ,"2,38,348   ",4.6   
08,Colorado,2018,"44,52,746   ","30,53,168   ",68.6   ,"29,60,405   ",66.5   ,"92,763   ",3.0   
09,Connecticut,2018,"29,10,697   ","19,20,261   ",66.0   ,"18,45,523   ",63.4   ,"74,738   ",3.9   
10,Delaware,2018,"7,72,619   ","4,80,508   ",62.2   ,"4,62,794   ",59.9   ,"17,714   ",3.7   
11,District of Columbia,2018,"5,62,177   ","3,96,377   ",70.5   ,"3,73,835   ",66.5   ,"22,542   ",5.7   
12,Florida,2018,"1,70,38,428   ","1,00,98,820   ",59.3   ,"97,31,497   ",57.1   ,"3,67,323   ",3.6   
13,Georgia,2018,"80,82,037   ","51,11,210   ",63.2   ,"49,06,904   ",60.7   ,"2,04,306   ",4.0   
15,Hawaii,2018,"11,26,742   ","6,93,429   ",61.5   ,"6,76,788   ",60.1   ,"16,641   ",2.4   
16,Idaho,2018,"13,45,228   ","8,62,716   ",64.1   ,"8,38,047   ",62.3   ,"24,669   ",2.9   
17,Illinois,2018,"1,01,37,675   ","65,55,266   ",64.7   ,"62,68,164   ",61.8   ,"2,87,102   ",4.4   
18,Indiana,2018,"52,16,034   ","33,83,465   ",64.9   ,"32,67,594   ",62.6   ,"1,15,871   ",3.4   
19,Iowa,2018,"24,69,042   ","17,06,085   ",69.1   ,"16,62,044   ",67.3   ,"44,041   ",2.6   
20,Kansas,2018,"22,30,452   ","14,91,449   ",66.9   ,"14,42,061   ",64.7   ,"49,388   ",3.3   
21,Kentucky,2018,"34,94,310   ","20,47,139   ",58.6   ,"19,60,964   ",56.1   ,"86,175   ",4.2   
22,Louisiana,2018,"35,81,391   ","21,04,001   ",58.7   ,"20,02,596   ",55.9   ,"1,01,405   ",4.8   
23,Maine,2018,"11,10,970   ","7,00,133   ",63.0   ,"6,77,922   ",61.0   ,"22,211   ",3.2   
24,Maryland,2018,"48,22,052   ","32,71,741   ",67.8   ,"31,47,501   ",65.3   ,"1,24,240   ",3.8   
25,Massachusetts,2018,"56,91,188   ","38,22,146   ",67.2   ,"36,90,050   ",64.8   ,"1,32,096   ",3.5   
26,Michigan,2018,"80,20,911   ","49,41,127   ",61.6   ,"47,35,249   ",59.0   ,"2,05,878   ",4.2   
27,Minnesota,2018,"44,11,102   ","30,70,510   ",69.6   ,"29,78,082   ",67.5   ,"92,428   ",3.0   
28,Mississippi,2018,"22,78,282   ","12,67,614   ",55.6   ,"12,05,086   ",52.9   ,"62,528   ",4.9   
29,Missouri,2018,"47,81,956   ","30,42,735   ",63.6   ,"29,44,226   ",61.6   ,"98,509   ",3.2   
30,Montana,2018,"8,43,880   ","5,34,517   ",63.3   ,"5,14,655   ",61.0   ,"19,862   ",3.7   
31,Nebraska,2018,"14,81,917   ","10,33,640   ",69.8   ,"10,03,630   ",67.7   ,"30,010   ",2.9   
32,Nevada,2018,"23,60,156   ","14,96,216   ",63.4   ,"14,30,324   ",60.6   ,"65,892   ",4.4   
33,New Hampshire,2018,"11,19,772   ","7,67,834   ",68.6   ,"7,47,628   ",66.8   ,"20,206   ",2.6   
34,New Jersey,2018,"73,12,178   ","46,07,436   ",63.0   ,"44,23,016   ",60.5   ,"1,84,420   ",4.0   
35,New Mexico,2018,"16,39,277   ","9,45,923   ",57.7   ,"8,99,153   ",54.9   ,"46,770   ",4.9   
36,New York,2018,"1,62,31,393   ","98,28,612   ",60.6   ,"94,25,796   ",58.1   ,"4,02,816   ",4.1   
51000,New York city,2018,"71,26,866   ","42,71,044   ",59.9   ,"40,93,831   ",57.4   ,"1,77,213   ",4.1   
37,North Carolina,2018,"80,11,456   ","49,04,970   ",61.2   ,"47,08,294   ",58.8   ,"1,96,676   ",4.0   
38,North Dakota,2018,"5,88,550   ","4,11,772   ",70.0   ,"4,01,921   ",68.3   ,"9,851   ",2.4   
39,Ohio,2018,"92,59,955   ","58,13,596   ",62.8   ,"55,53,722   ",60.0   ,"2,59,874   ",4.5   
40,Oklahoma,2018,"29,88,260   ","18,28,707   ",61.2   ,"17,68,822   ",59.2   ,"59,885   ",3.3   
41,Oregon,2018,"33,64,784   ","20,77,786   ",61.8   ,"19,94,207   ",59.3   ,"83,579   ",4.0   
42,Pennsylvania,2018,"1,03,92,477   ","65,12,770   ",62.7   ,"62,25,638   ",59.9   ,"2,87,132   ",4.4   
44,Rhode Island,2018,"8,86,941   ","5,71,703   ",64.5   ,"5,48,595   ",61.9   ,"23,108   ",4.0   
45,South Carolina,2018,"39,39,491   ","22,83,363   ",58.0   ,"22,06,821   ",56.0   ,"76,542   ",3.4   
46,South Dakota,2018,"6,61,948   ","4,58,530   ",69.3   ,"4,45,918   ",67.4   ,"12,612   ",2.8   
47,Tennessee,2018,"53,31,356   ","32,50,029   ",61.0   ,"31,36,967   ",58.8   ,"1,13,062   ",3.5   
48,Texas,2018,"2,14,43,277   ","1,37,11,830   ",63.9   ,"1,31,75,974   ",61.4   ,"5,35,856   ",3.9   
49,Utah,2018,"23,11,171   ","15,84,156   ",68.5   ,"15,37,987   ",66.5   ,"46,169   ",2.9   
50,Vermont,2018,"5,29,668   ","3,54,368   ",66.9   ,"3,45,517   ",65.2   ,"8,851   ",2.5   
51,Virginia,2018,"66,57,108   ","43,52,465   ",65.4   ,"42,22,546   ",63.4   ,"1,29,919   ",3.0   
53,Washington,2018,"59,41,873   ","38,23,475   ",64.3   ,"36,55,366   ",61.5   ,"1,68,109   ",4.4   
54,West Virginia,2018,"14,53,954   ","7,91,019   ",54.4   ,"7,50,445   ",51.6   ,"40,574   ",5.1   
55,Wisconsin,2018,"46,40,245   ","31,26,895   ",67.4   ,"30,32,918   ",65.4   ,"93,977   ",3.0   
56,Wyoming,2018,"4,45,347   ","2,92,718   ",65.7   ,"2,80,811   ",63.1   ,"11,907   ",4.1   
01,Alabama,2019,"39,23,217   ","22,64,271   ",57.7   ,"21,91,967   ",55.9   ,"72,304   ",3.2   
02,Alaska,2019,"5,44,291   ","3,51,494   ",64.6   ,"3,31,762   ",61.0   ,"19,732   ",5.6   
04,Arizona,2019,"55,44,194   ","34,36,051   ",62.0   ,"32,70,898   ",59.0   ,"1,65,153   ",4.8   
05,Arkansas,2019,"23,25,056   ","13,51,461   ",58.1   ,"13,04,286   ",56.1   ,"47,175   ",3.5   
06,California,2019,"3,10,97,819   ","1,94,20,103   ",62.4   ,"1,86,21,924   ",59.9   ,"7,98,179   ",4.1   
037,Los Angeles County,2019,"80,85,800   ","51,63,996   ",63.9   ,"49,32,292   ",61.0   ,"2,31,704   ",4.5   
08,Colorado,2019,"45,20,514   ","31,02,912   ",68.6   ,"30,20,213   ",66.8   ,"82,699   ",2.7   
09,Connecticut,2019,"29,14,148   ","19,33,458   ",66.3   ,"18,64,182   ",64.0   ,"69,276   ",3.6   
10,Delaware,2019,"7,82,440   ","4,84,908   ",62.0   ,"4,67,640   ",59.8   ,"17,268   ",3.6   
11,District of Columbia,2019,"5,63,726   ","4,00,977   ",71.1   ,"3,78,727   ",67.2   ,"22,250   ",5.5   
12,Florida,2019,"1,72,46,196   ","1,02,56,794   ",59.5   ,"99,23,974   ",57.5   ,"3,32,820   ",3.2   
13,Georgia,2019,"81,86,505   ","51,44,546   ",62.8   ,"49,59,322   ",60.6   ,"1,85,224   ",3.6   
15,Hawaii,2019,"11,27,233   ","6,88,531   ",61.1   ,"6,71,166   ",59.5   ,"17,365   ",2.5   
16,Idaho,2019,"13,80,625   ","8,89,241   ",64.4   ,"8,63,551   ",62.5   ,"25,690   ",2.9   
17,Illinois,2019,"1,01,29,028   ","65,45,422   ",64.6   ,"62,84,390   ",62.0   ,"2,61,032   ",4.0   
18,Indiana,2019,"52,50,138   ","33,92,605   ",64.6   ,"32,79,990   ",62.5   ,"1,12,615   ",3.3   
19,Iowa,2019,"24,81,146   ","17,35,436   ",69.9   ,"16,89,018   ",68.1   ,"46,418   ",2.7   
20,Kansas,2019,"22,37,001   ","15,02,265   ",67.2   ,"14,54,669   ",65.0   ,"47,596   ",3.2   
21,Kentucky,2019,"35,06,204   ","20,64,040   ",58.9   ,"19,79,478   ",56.5   ,"84,562   ",4.1   
22,Louisiana,2019,"35,80,912   ","20,97,350   ",58.6   ,"19,99,956   ",55.9   ,"97,394   ",4.6   
23,Maine,2019,"11,18,155   ","6,97,749   ",62.4   ,"6,77,602   ",60.6   ,"20,147   ",2.9   
24,Maryland,2019,"48,44,738   ","33,34,413   ",68.8   ,"32,21,709   ",66.5   ,"1,12,704   ",3.4   
25,Massachusetts,2019,"57,22,693   ","38,47,203   ",67.2   ,"37,30,081   ",65.2   ,"1,17,122   ",3.0   
26,Michigan,2019,"80,40,193   ","49,74,522   ",61.9   ,"47,71,493   ",59.3   ,"2,03,029   ",4.1   
27,Minnesota,2019,"44,45,628   ","31,05,101   ",69.8   ,"30,02,700   ",67.5   ,"1,02,401   ",3.3   
28,Mississippi,2019,"22,77,859   ","12,79,171   ",56.2   ,"12,08,957   ",53.1   ,"70,214   ",5.5   
29,Missouri,2019,"48,01,377   ","30,68,482   ",63.9   ,"29,69,069   ",61.8   ,"99,413   ",3.2   
30,Montana,2019,"8,52,741   ","5,42,875   ",63.7   ,"5,23,844   ",61.4   ,"19,031   ",3.5   
31,Nebraska,2019,"14,91,615   ","10,49,093   ",70.3   ,"10,16,556   ",68.2   ,"32,537   ",3.1   
32,Nevada,2019,"24,11,469   ","15,47,099   ",64.2   ,"14,83,168   ",61.5   ,"63,931   ",4.1   
33,New Hampshire,2019,"11,28,816   ","7,77,320   ",68.9   ,"7,57,399   ",67.1   ,"19,921   ",2.6   
34,New Jersey,2019,"73,52,948   ","46,93,206   ",63.8   ,"45,29,991   ",61.6   ,"1,63,215   ",3.5   
35,New Mexico,2019,"16,50,871   ","9,56,965   ",58.0   ,"9,09,341   ",55.1   ,"47,624   ",5.0   
36,New York,2019,"1,62,54,563   ","98,62,815   ",60.7   ,"94,79,771   ",58.3   ,"3,83,044   ",3.9   
51000,New York city,2019,"71,33,586   ","42,78,064   ",60.0   ,"41,07,885   ",57.6   ,"1,70,179   ",4.0   
37,North Carolina,2019,"81,03,087   ","49,84,667   ",61.5   ,"47,92,188   ",59.1   ,"1,92,479   ",3.9   
38,North Dakota,2019,"5,91,229   ","4,13,599   ",70.0   ,"4,04,621   ",68.4   ,"8,978   ",2.2   
39,Ohio,2019,"92,89,612   ","58,71,252   ",63.2   ,"56,28,875   ",60.6   ,"2,42,377   ",4.1   
40,Oklahoma,2019,"30,03,976   ","18,37,388   ",61.2   ,"17,79,707   ",59.2   ,"57,681   ",3.1   
41,Oregon,2019,"33,99,990   ","20,91,154   ",61.5   ,"20,13,473   ",59.2   ,"77,681   ",3.7   
42,Pennsylvania,2019,"1,04,16,206   ","65,73,565   ",63.1   ,"62,91,463   ",60.4   ,"2,82,102   ",4.3   
44,Rhode Island,2019,"8,91,181   ","5,73,479   ",64.4   ,"5,53,361   ",62.1   ,"20,118   ",3.5   
45,South Carolina,2019,"39,91,400   ","23,28,087   ",58.3   ,"22,63,682   ",56.7   ,"64,405   ",2.8   
46,South Dakota,2019,"6,67,824   ","4,64,222   ",69.5   ,"4,51,532   ",67.6   ,"12,690   ",2.7   
47,Tennessee,2019,"53,84,709   ","33,29,437   ",61.8   ,"32,18,077   ",59.8   ,"1,11,360   ",3.3   
48,Texas,2019,"2,17,73,742   ","1,39,25,882   ",64.0   ,"1,34,32,803   ",61.7   ,"4,93,079   ",3.5   
49,Utah,2019,"23,63,792   ","16,19,173   ",68.5   ,"15,78,069   ",66.8   ,"41,104   ",2.5   
50,Vermont,2019,"5,31,941   ","3,52,876   ",66.3   ,"3,45,401   ",64.9   ,"7,475   ",2.1   
51,Virginia,2019,"67,04,251   ","44,04,760   ",65.7   ,"42,83,473   ",63.9   ,"1,21,287   ",2.8   
53,Washington,2019,"60,27,161   ","39,46,211   ",65.5   ,"37,81,127   ",62.7   ,"1,65,084   ",4.2   
54,West Virginia,2019,"14,47,239   ","7,92,040   ",54.7   ,"7,52,871   ",52.0   ,"39,169   ",4.9   
55,Wisconsin,2019,"46,66,721   ","31,16,333   ",66.8   ,"30,16,526   ",64.6   ,"99,807   ",3.2   
56,Wyoming,2019,"4,47,064   ","2,93,674   ",65.7   ,"2,82,739   ",63.2   ,"10,935   ",3.7   
01,Alabama,2020,"39,50,692   ","22,58,249   ",57.2   ,"21,13,768   ",53.5   ,"1,44,481   ",6.4   
02,Alaska,2020,"5,43,977   ","3,45,541   ",63.5   ,"3,16,964   ",58.3   ,"28,577   ",8.3   
04,Arizona,2020,"56,56,723   ","34,73,143   ",61.4   ,"32,02,105   ",56.6   ,"2,71,038   ",7.8   
05,Arkansas,2020,"23,37,806   ","13,40,946   ",57.4   ,"12,58,501   ",53.8   ,"82,445   ",6.1   
06,California,2020,"3,11,47,160   ","1,89,56,579   ",60.9   ,"1,70,39,764   ",54.7   ,"19,16,815   ",10.1   
037,Los Angeles County,2020,"80,50,172   ","49,72,649   ",61.8   ,"43,63,217   ",54.2   ,"6,09,432   ",12.3   
08,Colorado,2020,"45,80,984   ","30,79,767   ",67.2   ,"28,70,858   ",62.7   ,"2,08,909   ",6.8   
09,Connecticut,2020,"29,08,833   ","18,77,913   ",64.6   ,"17,27,900   ",59.4   ,"1,50,013   ",8.0   
10,Delaware,2020,"7,93,251   ","4,86,781   ",61.4   ,"4,50,194   ",56.8   ,"36,587   ",7.5   
11,District of Columbia,2020,"5,54,002   ","3,86,856   ",69.8   ,"3,55,967   ",64.3   ,"30,889   ",8.0   
12,Florida,2020,"1,74,75,931   ","1,00,56,206   ",57.5   ,"92,49,303   ",52.9   ,"8,06,903   ",8.0   
13,Georgia,2020,"82,82,744   ","50,82,499   ",61.4   ,"47,50,641   ",57.4   ,"3,31,858   ",6.5   
15,Hawaii,2020,"11,26,427   ","6,66,109   ",59.1   ,"5,88,617   ",52.3   ,"77,492   ",11.6   
16,Idaho,2020,"14,20,352   ","9,02,300   ",63.5   ,"8,52,450   ",60.0   ,"49,850   ",5.5   
17,Illinois,2020,"1,01,07,289   ","63,24,603   ",62.6   ,"57,37,293   ",56.8   ,"5,87,310   ",9.3   
18,Indiana,2020,"52,82,391   ","33,25,780   ",63.0   ,"30,82,456   ",58.4   ,"2,43,324   ",7.3   
19,Iowa,2020,"24,91,925   ","16,64,714   ",66.8   ,"15,78,414   ",63.3   ,"86,300   ",5.2   
20,Kansas,2020,"22,46,019   ","15,01,633   ",66.9   ,"14,14,277   ",63.0   ,"87,356   ",5.8   
21,Kentucky,2020,"35,17,745   ","20,10,262   ",57.1   ,"18,79,778   ",53.4   ,"1,30,484   ",6.5   
22,Louisiana,2020,"35,77,474   ","20,48,799   ",57.3   ,"18,72,055   ",52.3   ,"1,76,744   ",8.6   
23,Maine,2020,"11,26,692   ","6,72,023   ",59.6   ,"6,38,081   ",56.6   ,"33,942   ",5.1   
24,Maryland,2020,"48,61,126   ","32,35,926   ",66.6   ,"30,26,142   ",62.3   ,"2,09,784   ",6.5   
25,Massachusetts,2020,"57,28,306   ","37,42,675   ",65.3   ,"33,95,793   ",59.3   ,"3,46,882   ",9.3   
26,Michigan,2020,"80,50,512   ","48,62,914   ",60.4   ,"43,75,760   ",54.4   ,"4,87,154   ",10.0   
27,Minnesota,2020,"44,74,273   ","31,17,663   ",69.7   ,"29,22,198   ",65.3   ,"1,95,465   ",6.3   
28,Mississippi,2020,"22,77,357   ","12,47,593   ",54.8   ,"11,48,454   ",50.4   ,"99,139   ",7.9   
29,Missouri,2020,"48,23,719   ","30,26,204   ",62.7   ,"28,40,459   ",58.9   ,"1,85,745   ",6.1   
30,Montana,2020,"8,64,235   ","5,43,626   ",62.9   ,"5,11,964   ",59.2   ,"31,662   ",5.8   
31,Nebraska,2020,"15,00,946   ","10,44,342   ",69.6   ,"9,99,902   ",66.6   ,"44,440   ",4.3   
32,Nevada,2020,"24,58,092   ","15,07,483   ",61.3   ,"13,04,122   ",53.1   ,"2,03,361   ",13.5   
33,New Hampshire,2020,"11,38,158   ","7,60,270   ",66.8   ,"7,09,276   ",62.3   ,"50,994   ",6.7   
34,New Jersey,2020,"73,79,427   ","46,43,700   ",62.9   ,"42,04,301   ",57.0   ,"4,39,399   ",9.5   
35,New Mexico,2020,"16,63,566   ","9,30,743   ",55.9   ,"8,57,286   ",51.5   ,"73,457   ",7.9   
36,New York,2020,"1,62,00,581   ","95,69,479   ",59.1   ,"86,31,409   ",53.3   ,"9,38,070   ",9.8   
51000,New York city,2020,"70,67,600   ","40,80,766   ",57.7   ,"35,81,380   ",50.7   ,"4,99,386   ",12.2   
37,North Carolina,2020,"81,94,465   ","48,32,791   ",59.0   ,"44,82,629   ",54.7   ,"3,50,162   ",7.2   
38,North Dakota,2020,"5,93,622   ","4,09,525   ",69.0   ,"3,89,117   ",65.5   ,"20,408   ",5.0   
39,Ohio,2020,"93,10,839   ","57,32,689   ",61.6   ,"52,64,189   ",56.5   ,"4,68,500   ",8.2   
40,Oklahoma,2020,"30,26,193   ","18,38,309   ",60.7   ,"17,22,603   ",56.9   ,"1,15,706   ",6.3   
41,Oregon,2020,"34,32,130   ","21,05,116   ",61.3   ,"19,45,906   ",56.7   ,"1,59,210   ",7.6   
42,Pennsylvania,2020,"1,04,39,449   ","65,00,777   ",62.3   ,"59,26,898   ",56.8   ,"5,73,879   ",8.8   
44,Rhode Island,2020,"8,95,219   ","5,69,990   ",63.7   ,"5,17,492   ",57.8   ,"52,498   ",9.2   
45,South Carolina,2020,"40,47,327   ","23,41,703   ",57.9   ,"22,01,090   ",54.4   ,"1,40,613   ",6.0   
46,South Dakota,2020,"6,73,768   ","4,64,719   ",69.0   ,"4,45,476   ",66.1   ,"19,243   ",4.1   
47,Tennessee,2020,"54,43,866   ","32,94,793   ",60.5   ,"30,49,480   ",56.0   ,"2,45,313   ",7.4   
48,Texas,2020,"2,21,32,659   ","1,39,50,305   ",63.0   ,"1,28,79,942   ",58.2   ,"10,70,363   ",7.7   
49,Utah,2020,"24,17,713   ","16,45,612   ",68.1   ,"15,66,150   ",64.8   ,"79,462   ",4.8   
50,Vermont,2020,"5,34,514   ","3,39,064   ",63.4   ,"3,19,998   ",59.9   ,"19,066   ",5.6   
51,Virginia,2020,"67,48,638   ","43,31,844   ",64.2   ,"40,51,401   ",60.0   ,"2,80,443   ",6.5   
53,Washington,2020,"61,05,570   ","39,03,501   ",63.9   ,"35,64,374   ",58.4   ,"3,39,127   ",8.7   
54,West Virginia,2020,"14,42,133   ","7,76,637   ",53.9   ,"7,12,139   ",49.4   ,"64,498   ",8.3   
55,Wisconsin,2020,"46,91,604   ","31,01,913   ",66.1   ,"29,02,114   ",61.9   ,"1,99,799   ",6.4   
56,Wyoming,2020,"4,49,998   ","2,93,682   ",65.3   ,"2,76,447   ",61.4   ,"17,235   ",5.9   
01,Alabama,2021,"39,93,601   ","22,51,656   ",56.4   ,"21,75,859   ",54.5   ,"75,797   ",3.4   
02,Alaska,2021,"5,45,366   ","3,50,842   ",64.3   ,"3,28,406   ",60.2   ,"22,436   ",6.4   
04,Arizona,2021,"57,31,013   ","35,14,832   ",61.3   ,"33,37,995   ",58.2   ,"1,76,837   ",5.0   
05,Arkansas,2021,"23,57,376   ","13,32,526   ",56.5   ,"12,78,816   ",54.2   ,"53,710   ",4.0   
06,California,2021,"3,11,36,967   ","1,90,13,818   ",61.1   ,"1,76,19,280   ",56.6   ,"13,94,538   ",7.3   
037,Los Angeles County,2021,"79,94,917   ","50,19,876   ",62.8   ,"45,69,811   ",57.2   ,"4,50,065   ",9.0   
08,Colorado,2021,"46,19,959   ","31,42,134   ",68.0   ,"29,69,765   ",64.3   ,"1,72,369   ",5.5   
09,Connecticut,2021,"29,30,721   ","18,51,390   ",63.2   ,"17,32,404   ",59.1   ,"1,18,986   ",6.4   
10,Delaware,2021,"8,08,040   ","4,96,319   ",61.4   ,"4,69,163   ",58.1   ,"27,156   ",5.5   
11,District of Columbia,2021,"5,50,755   ","3,82,405   ",69.4   ,"3,56,457   ",64.7   ,"25,948   ",6.8   
12,Florida,2021,"1,77,66,868   ","1,03,07,414   ",58.0   ,"98,21,945   ",55.3   ,"4,85,469   ",4.7   
13,Georgia,2021,"84,04,904   ","51,94,475   ",61.8   ,"49,91,370   ",59.4   ,"2,03,105   ",3.9   
15,Hawaii,2021,"11,30,388   ","6,72,563   ",59.5   ,"6,32,437   ",55.9   ,"40,126   ",6.0   
16,Idaho,2021,"14,61,842   ","9,23,953   ",63.2   ,"8,91,086   ",61.0   ,"32,867   ",3.6   
17,Illinois,2021,"1,01,14,161   ","63,70,654   ",63.0   ,"59,83,262   ",59.2   ,"3,87,392   ",6.1   
18,Indiana,2021,"53,22,605   ","33,42,179   ",62.8   ,"32,11,193   ",60.3   ,"1,30,986   ",3.9   
19,Iowa,2021,"25,04,569   ","16,75,576   ",66.9   ,"16,10,127   ",64.3   ,"65,449   ",3.9   
20,Kansas,2021,"22,56,276   ","15,02,391   ",66.6   ,"14,50,948   ",64.3   ,"51,443   ",3.4   
21,Kentucky,2021,"35,26,543   ","20,22,997   ",57.4   ,"19,33,112   ",54.8   ,"89,885   ",4.4   
22,Louisiana,2021,"35,76,606   ","20,58,506   ",57.6   ,"19,43,319   ",54.3   ,"1,15,187   ",5.6   
23,Maine,2021,"11,41,693   ","6,89,846   ",60.4   ,"6,57,735   ",57.6   ,"32,111   ",4.7   
24,Maryland,2021,"48,94,319   ","31,73,993   ",64.9   ,"30,08,375   ",61.5   ,"1,65,618   ",5.2   
25,Massachusetts,2021,"57,54,969   ","37,44,962   ",65.1   ,"35,45,871   ",61.6   ,"1,99,091   ",5.3   
26,Michigan,2021,"80,64,266   ","47,74,975   ",59.2   ,"45,04,306   ",55.9   ,"2,70,669   ",5.7   
27,Minnesota,2021,"45,00,795   ","30,48,844   ",67.7   ,"29,36,648   ",65.2   ,"1,12,196   ",3.7   
28,Mississippi,2021,"22,86,624   ","12,61,759   ",55.2   ,"11,93,565   ",52.2   ,"68,194   ",5.4   
29,Missouri,2021,"48,52,808   ","30,37,333   ",62.6   ,"29,12,173   ",60.0   ,"1,25,160   ",4.1   
30,Montana,2021,"8,80,646   ","5,46,755   ",62.1   ,"5,28,254   ",60.0   ,"18,501   ",3.4   
31,Nebraska,2021,"15,10,116   ","10,46,091   ",69.3   ,"10,18,282   ",67.4   ,"27,809   ",2.7   
32,Nevada,2021,"24,94,451   ","14,99,511   ",60.1   ,"13,96,988   ",56.0   ,"1,02,523   ",6.8   
33,New Hampshire,2021,"11,49,363   ","7,52,951   ",65.5   ,"7,26,910   ",63.2   ,"26,041   ",3.5   
